id,created_at,text,event_date_time,sender_id,msg_id,location,event
181,2025-09-07 06:01:12.611231+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Boon Lay (Enterprise Rd to International Rd) [07:39hours]",2025-08-03 23:45:14+00,-1.00162E+12,1287,Jln Boon Lay (Enterprise Rd to International Rd),flash_flood_risk
182,2025-09-07 06:01:12.831374+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Pokok Serunai [12:00 hours]",2025-07-21 04:01:31+00,-1.00162E+12,1284,Jln Pokok Serunai,flash_flood_risk
183,2025-09-07 06:01:12.998435+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha); [11:38 hours]",2025-07-21 03:40:21+00,-1.00162E+12,1282,"Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha);",flash_flood_risk
184,2025-09-07 06:01:13.16404+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Gambir
 [11:30 hours]",2025-07-21 03:30:53+00,-1.00162E+12,1281,Lor Gambir,flash_flood_risk
185,2025-09-07 06:01:13.385328+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Craig Rd (Duxton Rd to TG Pagar Rd) [11:20 hours]",2025-07-21 03:25:39+00,-1.00162E+12,1280,Craig Rd (Duxton Rd to TG Pagar Rd),flash_flood_risk
186,2025-09-07 06:01:13.578888+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour:   Dunearn Road (between Yarwood Ave and Binjai Park)[Issued 08:13hours]",2025-07-09 00:20:22+00,-1.00162E+12,1276,Dunearn Road (between Yarwood Ave and Binjai Park)[Issued 08:13hours],flash_flood_risk
187,2025-09-07 06:01:13.734416+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Pokok Serunai [17:51 hours]",2025-07-04 09:55:19+00,-1.00162E+12,1274,Jln Pokok Serunai,flash_flood_risk
188,2025-09-07 06:01:13.926913+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Gambir
 [17:51 hours]",2025-07-04 09:55:18+00,-1.00162E+12,1273,Lor Gambir,flash_flood_risk
189,2025-09-07 06:01:14.094576+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Gambir
 [17:23 hours]",2025-07-04 09:25:52+00,-1.00162E+12,1272,Lor Gambir,flash_flood_risk
191,2025-09-07 06:01:14.467614+00,"[Risk of Flash Floods] 

Due to heavy rain, please avoid this location for the next 1 hour: Riverside Road (near Junction of Riverside Road and Admiralty Road).",2025-06-28 06:00:39+00,-1.00162E+12,1268,Riverside Road (near Junction of Riverside Road and Admiralty Road).,flash_flood_risk
193,2025-09-07 06:01:14.834517+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Pokok Serunai [04:09 hours]",2025-06-07 20:10:22+00,-1.00162E+12,1262,Jln Pokok Serunai,flash_flood_risk
194,2025-09-07 06:01:15.003515+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha); [04:00 hours]",2025-06-07 20:00:51+00,-1.00162E+12,1261,"Upp Paya Lebar Service Rd (Lim Teck Boo Rd to Rochdale Rd);
Jln Lokam (near Upp Paya Lebar Rd);
Thrift Dr (near Jln Usaha);",flash_flood_risk
195,2025-09-07 06:01:15.176919+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Rowell Rd;
Syed Alwi Rd;
Jln Besar Rd (Veerasamy Rd to Kitchener Rd);
Veerasamy Rd;
Kg Kapor Rd (Hindoo Rd to Kitchener Rd); [03:56 hours]",2025-06-07 20:00:50+00,-1.00162E+12,1260,"Rowell Rd;
Syed Alwi Rd;
Jln Besar Rd (Veerasamy Rd to Kitchener Rd);
Veerasamy Rd;
Kg Kapor Rd (Hindoo Rd to Kitchener Rd);",flash_flood_risk
196,2025-09-07 06:01:15.333726+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Gambir
 [03:55 hours]",2025-06-07 20:00:49+00,-1.00162E+12,1259,Lor Gambir,flash_flood_risk
197,2025-09-07 06:01:15.48716+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Craig Rd (Duxton Rd to TG Pagar Rd) [03:46 hours]",2025-06-07 19:50:37+00,-1.00162E+12,1258,Craig Rd (Duxton Rd to TG Pagar Rd),flash_flood_risk
198,2025-09-07 06:01:15.68491+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Dunearn Rd (Yarwood Ave to Binjai Pk) [12:15 hours]",2025-05-18 04:20:16+00,-1.00162E+12,1255,Dunearn Rd (Yarwood Ave to Binjai Pk),flash_flood_risk
199,2025-09-07 06:01:15.81889+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Boon Lay (Enterprise Rd to International Rd) [11:29 hours]",2025-05-18 03:40:44+00,-1.00162E+12,1254,Jln Boon Lay (Enterprise Rd to International Rd),flash_flood_risk
200,2025-09-07 06:01:16.003534+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor H Telok Kurau (cul-de-sac);
Joo Chiat Ave(cul-de-sac) [04:18 hours]",2025-05-10 20:20:40+00,-1.00162E+12,1250,"Lor H Telok Kurau (cul-de-sac);
Joo Chiat Ave(cul-de-sac)",flash_flood_risk
201,2025-09-07 06:01:16.159226+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Mountbatten Rd leading to Jln Seaview [04:10 hours]",2025-05-10 20:15:54+00,-1.00162E+12,1249,Mountbatten Rd leading to Jln Seaview,flash_flood_risk
202,2025-09-07 06:01:16.303398+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: KG Java Rd (Newton Circus to CTE) [04:08 hours]",2025-05-10 20:10:22+00,-1.00162E+12,1248,KG Java Rd (Newton Circus to CTE),flash_flood_risk
203,2025-09-07 06:01:16.447164+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: East Coast Rd [04:07 hours]",2025-05-10 20:10:21+00,-1.00162E+12,1247,East Coast Rd,flash_flood_risk
204,2025-09-07 06:01:16.611537+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Puay Hee Ave (near Siak Kew Ave);
 [04:04 hours]",2025-05-10 20:05:35+00,-1.00162E+12,1246,Puay Hee Ave (near Siak Kew Ave);,flash_flood_risk
205,2025-09-07 06:01:16.790262+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Cambridge Rd;
Carlisle Rd; [04:03 hours]",2025-05-10 20:05:34+00,-1.00162E+12,1245,"Cambridge Rd;
Carlisle Rd;",flash_flood_risk
206,2025-09-07 06:01:16.969494+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Orchard Rd (Paterson Rd to Mt Elizabeth) [03:59 hours]",2025-05-10 20:00:54+00,-1.00162E+12,1244,Orchard Rd (Paterson Rd to Mt Elizabeth),flash_flood_risk
207,2025-09-07 06:01:17.153355+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Queen's Rd [03:57 hours]",2025-05-10 20:00:53+00,-1.00162E+12,1243,Queen's Rd,flash_flood_risk
208,2025-09-07 06:01:17.341161+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2
 [03:56 hours]",2025-05-10 20:00:52+00,-1.00162E+12,1242,Junction of Toa Payoh Lor 1 and Toa Payoh Lor 2,flash_flood_risk
209,2025-09-07 06:01:17.494591+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Aljunied Rd under PIE Flyover [03:56 hours]",2025-05-10 20:00:51+00,-1.00162E+12,1241,Aljunied Rd under PIE Flyover,flash_flood_risk
210,2025-09-07 06:01:17.674633+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Lor Gambir
 [03:54 hours]",2025-05-10 19:55:18+00,-1.00162E+12,1240,Lor Gambir,flash_flood_risk
211,2025-09-07 06:01:17.890579+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Junction of Neo Pee Teck Lane and Pasir Panjang Rd [03:51 hours]",2025-05-10 19:55:17+00,-1.00162E+12,1239,Junction of Neo Pee Teck Lane and Pasir Panjang Rd,flash_flood_risk
212,2025-09-07 06:01:18.058482+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Thomson Rd (Balestier Rd to Novena Rise) [03:50 hours]",2025-05-10 19:55:16+00,-1.00162E+12,1238,Thomson Rd (Balestier Rd to Novena Rise),flash_flood_risk
213,2025-09-07 06:01:18.264161+00,"[Risk of Flash Floods]

Due to heavy rain, please avoid this location for the next 1 hour: Jln Boon Lay (Enterprise Rd to International Rd) [03:43 hours]",2025-05-10 19:45:32+00,-1.00162E+12,1237,Jln Boon Lay (Enterprise Rd to International Rd),flash_flood_risk
