id,amenity_type,amenity_name,postalcode,lat,lon,amenity_category_id,pa_id,sz_id,rn_id,geom,created_at
1259,new,gamemartz,238839,1.3003918,103.8447492,7,43,92,9285,,2025-11-01 15:10:57.27066+00
1260,new,maxi-cash,530809,1.3711282,103.8937403,7,11,165,32397,,2025-11-01 15:10:57.27066+00
1261,new,vision care optics,544275,1.3827833,103.8936465,7,20,250,28891,,2025-11-01 15:10:57.27066+00
1262,new,efeu beauty saloon,544275,1.3830001,103.8936095,7,20,250,28891,,2025-11-01 15:10:57.27066+00
1263,new,otaku house,238839,1.3006588,103.8451478,7,43,92,9285,,2025-11-01 15:10:57.27066+00
1264,new,kcuts,544692,1.3822322,103.8922458,7,20,250,33403,,2025-11-01 15:10:57.27066+00
1265,new,lalu,544692,1.3825753,103.8919429,7,20,250,33403,,2025-11-01 15:10:57.27066+00
1266,new,valuemax,530809,1.3713655,103.8940014,7,11,165,32397,,2025-11-01 15:10:57.27066+00
1267,new,yunomori,397628,1.3035078,103.8725773,7,22,71,6727,,2025-11-01 15:10:57.27066+00
1268,new,buzz,545061,1.3827778,103.8935464,7,20,250,28891,,2025-11-01 15:10:57.27066+00
1269,new,liv activ,307683,1.3194831,103.8439806,7,25,140,12855,,2025-11-01 15:10:57.27066+00
1270,new,cotton on,307683,1.3195186,103.8440507,7,25,140,12855,,2025-11-01 15:10:57.27066+00
1271,new,supercuts,307632,1.3187117,103.843508,7,25,140,12835,,2025-11-01 15:10:57.27066+00
1272,new,chinatown tai chong kok confectionery hue kee,150122,1.2865215,103.8042249,7,4,22,4655,,2025-11-01 15:10:57.27066+00
1273,new,fruit box,538767,1.3719847,103.8939484,7,11,165,18321,,2025-11-01 15:10:57.27066+00
1274,new,phoon huat,530804,1.3710725,103.8946061,7,11,165,18321,,2025-11-01 15:10:57.27066+00
1275,new,sinpopo,307506,1.3210322,103.8441658,7,25,140,11702,,2025-11-01 15:10:57.27066+00
1276,new,barcook,307506,1.3210613,103.8441036,7,25,140,10748,,2025-11-01 15:10:57.27066+00
1277,new,skingo!,544275,1.3829533,103.8936206,7,20,250,28891,,2025-11-01 15:10:57.27066+00
1278,new,azel jane salon,544275,1.3828963,103.8936301,7,20,250,28891,,2025-11-01 15:10:57.27066+00
1279,new,heritage fresh,428786,1.3054063,103.9039466,7,39,72,44543,,2025-11-01 15:10:57.27066+00
1280,new,japan home,208539,1.3114991,103.8565174,8,22,117,7472,,2025-11-01 15:10:57.27066+00
1281,new,7-eleven,307591,1.3177775,103.8436953,7,25,140,6869,,2025-11-01 15:10:57.27066+00
1282,new,heng heng,530811,1.3718469,103.893856,7,11,165,18321,,2025-11-01 15:10:57.27066+00
1283,new,paint shoppe,428776,1.3052094,103.9035467,9,39,72,44543,,2025-11-01 15:10:57.27066+00
1284,new,zander designs,596180,1.3404711,103.773591,7,6,152,20963,,2025-11-01 15:10:57.27066+00
1285,new,jin yu spa,189703,1.2977825,103.8570816,7,40,47,416,,2025-11-01 15:10:57.27066+00
1286,new,porsche studio singapore,189774,1.2976762,103.8576414,7,40,88,328,,2025-11-01 15:10:57.27066+00
1287,new,tux,428776,1.3051699,103.9034755,7,39,72,44543,,2025-11-01 15:10:57.27066+00
1288,new,highest paints,598592,1.340494,103.7731975,7,6,152,20963,,2025-11-01 15:10:57.27066+00
1289,new,niuniu,154075,1.2881911,103.8152037,7,4,21,10210,,2025-11-01 15:10:57.27066+00
1290,new,nus co-op,259756,1.3190126,103.8167708,7,48,139,11192,,2025-11-01 15:10:57.27066+00
1291,new,snooze,199826,1.3024915,103.858109,7,35,82,341,,2025-11-01 15:10:57.27066+00
1292,new,time spa,189703,1.2977325,103.8570214,7,40,47,416,,2025-11-01 15:10:57.27066+00
1293,new,cheers,188770,1.3015936,103.8571608,7,40,47,290,,2025-11-01 15:10:57.27066+00
1294,new,bread garden,650284,1.3466372,103.7572328,1,3,198,34172,,2025-11-01 15:10:57.27066+00
1295,new,fairprice,560215,1.3665818,103.8415821,9,52,329,28495,,2025-11-01 15:10:57.27066+00
1296,new,erisam refrigeration sales & services,427422,1.3134475,103.8994299,7,53,121,6806,,2025-11-01 15:10:57.27066+00
1297,new,new concord auto parts trading co.,419787,1.3182754,103.9077297,7,1,149,44670,,2025-11-01 15:10:57.27066+00
1298,new,hupfarri hardware pte ltd,419750,1.3179556,103.906089,7,1,149,44754,,2025-11-01 15:10:57.27066+00
1299,new,elite,419751,1.3179633,103.9061449,2,1,149,44754,,2025-11-01 15:10:57.27066+00
1300,new,spa 9,270041,1.3077965,103.7931927,7,17,227,724,,2025-11-01 15:10:57.27066+00
1301,new,painters corner & trading,270041,1.3076267,103.7933947,7,17,227,724,,2025-11-01 15:10:57.27066+00
1302,new,81 wholesalers & trading,427388,1.3142952,103.8988241,7,53,121,7641,,2025-11-01 15:10:57.27066+00
1303,new,haus werkz interior,419783,1.3182409,103.9075393,7,1,149,44670,,2025-11-01 15:10:57.27066+00
1304,new,seng guan,419789,1.3182868,103.9077928,7,1,149,44669,,2025-11-01 15:10:57.27066+00
1305,new,the grateful dog,419798,1.3183623,103.9082135,7,1,149,45359,,2025-11-01 15:10:57.27066+00
1306,new,aloride motorbike rental,159722,1.2853331,103.80493,7,4,22,4657,,2025-11-01 15:10:57.27066+00
1307,new,7-eleven,692126,1.3589238,103.7356947,7,49,287,37119,,2025-11-01 15:10:57.27066+00
1308,new,chuan heng hardware trading pte ltd,208850,1.3067351,103.8562919,7,35,69,2710,,2025-11-01 15:10:57.27066+00
1309,new,bathroom concept,208858,1.3068479,103.8563791,7,35,69,2710,,2025-11-01 15:10:57.27066+00
1310,new,kitchen concept,208856,1.306813,103.8563516,7,35,69,2710,,2025-11-01 15:10:57.27066+00
1311,new,sing huat hardware & machinery pte ltd,208982,1.3117391,103.8592934,7,22,117,479,,2025-11-01 15:10:57.27066+00
1312,new,kiaw aik hardware trading pte ltd,208981,1.3116372,103.8592643,7,22,117,479,,2025-11-01 15:10:57.27066+00
1313,new,san yuan tea house,208981,1.311663,103.8592847,7,22,117,479,,2025-11-01 15:10:57.27066+00
1314,new,san yuan ke geomancy consultancy,208981,1.3116775,103.8592598,7,22,117,479,,2025-11-01 15:10:57.27066+00
1315,new,unirange trading,207540,1.3100551,103.8590198,7,22,117,7748,,2025-11-01 15:10:57.27066+00
1316,new,xinzhong autoparts llp,207535,1.3098728,103.8588991,7,22,117,7748,,2025-11-01 15:10:57.27066+00
1317,new,sin hwa machinery pte ltd,207540,1.3101011,103.8590504,7,22,117,7748,,2025-11-01 15:10:57.27066+00
1318,new,tay junction,269748,1.3297925,103.7996298,7,6,148,21623,,2025-11-01 15:10:57.27066+00
1319,new,chendu enterprises,219539,1.3082199,103.8512789,7,35,107,8611,,2025-11-01 15:10:57.27066+00
1320,new,ai jai grocery & minimart,460055,1.3267877,103.9190219,9,1,149,42474,,2025-11-01 15:10:57.27066+00
1321,new,sulimei unisex hair beauty salon,460055,1.32721,103.9190233,7,1,149,41814,,2025-11-01 15:10:57.27066+00
1322,new,crizal unique optic,461027,1.3239558,103.9232139,7,1,149,42480,,2025-11-01 15:10:57.27066+00
1323,new,design zest pte. ltd.,416601,1.3272467,103.9181833,7,1,149,40061,,2025-11-01 15:10:57.27066+00
1324,new,impress,429016,1.3090501,103.9119645,7,1,118,44282,,2025-11-01 15:10:57.27066+00
1325,new,replica print,209848,1.3108783,103.8613218,5,22,117,1921,,2025-11-01 15:10:57.27066+00
1326,new,mind electronics,208971,1.3115815,103.8595044,7,22,117,479,,2025-11-01 15:10:57.27066+00
1327,new,creditmaster,50531,1.2843661,103.845251,7,46,6,564,,2025-11-01 15:10:57.27066+00
1328,new,unidbox hardware pte ltd,530210,1.3594699,103.8869553,7,11,186,19720,,2025-11-01 15:10:57.27066+00
1329,new,kak guan hardware pte ltd.,560260,1.368961,103.8346901,7,52,329,25160,,2025-11-01 15:10:57.27066+00
1330,new,dalanie traditional massage,218227,1.3043013,103.8525873,7,35,75,7,,2025-11-01 15:10:57.27066+00
1331,new,rahim grocery traders,207468,1.3064131,103.852289,7,35,75,299,,2025-11-01 15:10:57.27066+00
1332,new,chennai trading,209453,1.3057889,103.8525599,7,35,75,2508,,2025-11-01 15:10:57.27066+00
1333,new,serangoon air travel,209893,1.3054941,103.8521307,7,35,75,5875,,2025-11-01 15:10:57.27066+00
1334,new,jothi,209882,1.3058461,103.851858,7,35,75,2508,,2025-11-01 15:10:57.27066+00
1335,new,offer & save,189646,1.3016162,103.8537248,7,35,48,3581,,2025-11-01 15:10:57.27066+00
1336,new,bugis fortune god,189646,1.3013354,103.8535033,7,35,48,3581,,2025-11-01 15:10:57.27066+00
1337,new,bugis fortune god,189646,1.3013354,103.8535033,7,35,48,3581,,2025-11-01 15:10:57.27066+00
1338,new,mobile phone repair specialist center,180269,1.3002464,103.8538472,9,35,48,3585,,2025-11-01 15:10:57.27066+00
1339,new,sonic connection,180269,1.3002266,103.8538364,7,35,48,3585,,2025-11-01 15:10:57.27066+00
1340,new,ashmi,118547,1.2761314,103.7930731,7,17,44,8435,,2025-11-01 15:10:57.27066+00
1341,new,loewen cluster,248852,1.3021807,103.8122449,7,48,55,5801,,2025-11-01 15:10:57.27066+00
1342,new,hotel jjh aliwal,199949,1.3034476,103.8603121,8,35,82,336,,2025-11-01 15:10:57.27066+00
1343,new,middle road church,188977,1.2997169,103.8522294,1,35,48,9252,,2025-11-01 15:10:57.27066+00
1344,new,holiday inn,217564,1.3119831,103.8548273,7,35,107,3520,,2025-11-01 15:10:57.27066+00
1345,new,lloyd's inn,239091,1.2972636,103.8403659,7,34,87,5064,,2025-11-01 15:10:57.27066+00
1346,new,a visit to the museum: ...,179941,1.2941821,103.8493204,10,43,78,12228,,2025-11-01 15:10:57.27066+00
1347,new,"fire safety for singapore - yesterday, today and tomorrow",179367,1.2918451,103.8491197,7,43,17,365,,2025-11-01 15:10:57.27066+00
1348,new,hotel 81 (dickson),209530,1.3049045,103.8542693,8,35,75,2521,,2025-11-01 15:10:57.27066+00
1349,new,g4 station backpackers hostel,228675,1.3043686,103.8499076,8,35,83,15,,2025-11-01 15:10:57.27066+00
1350,new,sandpiper hotel,209391,1.3048093,103.8535958,8,35,75,2515,,2025-11-01 15:10:57.27066+00
1351,new,mayo inn,208786,1.3039628,103.8541768,7,35,75,6671,,2025-11-01 15:10:57.27066+00
1352,new,reddoorz @little india,209507,1.305084,103.8540444,7,35,75,2521,,2025-11-01 15:10:57.27066+00
1353,new,perak hotel,208133,1.3048379,103.8532465,8,35,75,2531,,2025-11-01 15:10:57.27066+00
1354,new,wanderlust hotel,209494,1.3051213,103.8546295,8,35,75,2521,,2025-11-01 15:10:57.27066+00
1355,new,campbell inn,209922,1.304988,103.8526577,7,35,75,2506,,2025-11-01 15:10:57.27066+00
1356,new,citadines rochor,218227,1.3051184,103.8514853,7,35,75,2532,,2025-11-01 15:10:57.27066+00
1357,new,victoria hotel,188016,1.2970999,103.8524422,8,35,48,387,,2025-11-01 15:10:57.27066+00
1358,new,rhythms of nature,544835,1.3956794,103.8925984,7,20,237,18214,,2025-11-01 15:10:57.27066+00
1359,new,labrador nature and coastal walk,109029,1.2720962,103.8027621,7,4,35,8118,,2025-11-01 15:10:57.27066+00
1360,new,read bridge,58281,1.2889319,103.845203,7,36,24,128,,2025-11-01 15:10:57.27066+00
1361,new,backpacker cozy corner guesthouse,188737,1.2984534,103.8557413,7,40,47,347,,2025-11-01 15:10:57.27066+00
1362,new,ascott,49247,1.2820846,103.8515444,7,40,5,5764,,2025-11-01 15:10:57.27066+00
1363,new,homage to newton,48624,1.2853193,103.8505451,7,40,5,2023,,2025-11-01 15:10:57.27066+00
1364,new,the evolution of the city's skyline,0,1.2813643,103.8567766,7,40,8,5564,,2025-11-01 15:10:57.27066+00
1365,new,wishing flower,0,1.31448,103.8030149,7,6,133,5805,,2025-11-01 15:10:57.27066+00
1366,new,the snooze hotel,189704,1.2978909,103.8570875,8,40,47,11541,,2025-11-01 15:10:57.27066+00
1367,new,m social singapore,238260,1.2906671,103.8371494,7,36,15,2718,,2025-11-01 15:10:57.27066+00
1368,new,legend of kang xi,118628,1.2852952,103.7822479,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1369,new,confucius,0,1.2848635,103.7823291,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1370,new,the tale of madam white snake,0,1.2847041,103.7815916,2,17,25,10609,,2025-11-01 15:10:57.27066+00
1371,new,jiang zi ya,118628,1.2851475,103.7822363,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1372,new,twenty-four filial exemplars,117396,1.2831843,103.7821019,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1373,new,the importance of family,117396,1.2831293,103.7821689,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1374,new,farming community,117396,1.2830744,103.7822762,1,17,25,10609,,2025-11-01 15:10:57.27066+00
1375,new,tiger car,118628,1.2840974,103.7817827,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1376,new,laughing buddha (seated),118628,1.2838742,103.7814571,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1377,new,marriage grotto,118628,1.2852003,103.7820416,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1378,new,medicine peddlers,118628,1.2850325,103.7822266,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1379,new,laughing buddha (standing),0,1.2849783,103.7822806,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1380,new,wedding of rat & rabbit,0,1.2848723,103.7823973,7,17,25,10609,,2025-11-01 15:10:57.27066+00
1381,new,shipping container hotel,118628,1.2844819,103.7834005,8,17,25,12988,,2025-11-01 15:10:57.27066+00
1382,new,11 lording 31,387601,1.3156925,103.8867746,7,53,301,2175,,2025-11-01 15:10:57.27066+00
1383,new,goddess of mercy statue,574117,1.3606081,103.8364121,7,51,328,16374,,2025-11-01 15:10:57.27066+00
1384,new,enabling village map,159053,1.2870323,103.8141973,7,4,21,9364,,2025-11-01 15:10:57.27066+00
1385,new,blissful loft,59672,1.287477,103.8471387,7,36,19,634,,2025-11-01 15:10:57.27066+00
1386,new,bluewaters pods 38 hongkong st,59677,1.2873663,103.8473548,7,36,19,634,,2025-11-01 15:10:57.27066+00
1387,food_court,de tian,100046,1.2715185,103.8098248,1,4,43,6744,,2025-11-01 15:10:57.27066+00
1388,fast_food,domino's,100046,1.2715752,103.8099378,9,4,43,6744,,2025-11-01 15:10:57.27066+00
1389,food_court,kopitiam corner,823273,1.4022344,103.9012381,1,16,275,28773,,2025-11-01 15:10:57.27066+00
1390,food_court,foodhaven,119976,1.2775478,103.8001896,1,17,44,3637,,2025-11-01 15:10:57.27066+00
1391,restaurant,sushiro,38983,1.2945614,103.8600451,9,40,77,3138,,2025-11-01 15:10:57.27066+00
1392,fast_food,domino's,667970,1.3617966,103.7643092,9,3,188,33275,,2025-11-01 15:10:57.27066+00
1393,restaurant,la villa,238384,1.2956087,103.8335603,9,34,14,12707,,2025-11-01 15:10:57.27066+00
1394,cafe,the clueless goat,307631,1.3186623,103.8435284,9,25,140,12835,,2025-11-01 15:10:57.27066+00
1395,cafe,coffee bean,307591,1.3174664,103.8434104,9,25,140,6869,,2025-11-01 15:10:57.27066+00
1396,restaurant,pink fish,819666,1.359945,103.9896698,9,8,298,42278,,2025-11-01 15:10:57.27066+00
1397,restaurant,say seng tau kwa pau,424768,1.3093546,103.9018406,9,39,72,45416,,2025-11-01 15:10:57.27066+00
1398,restaurant,goro japanese cuisine,270043,1.3071905,103.7931399,9,17,227,713,,2025-11-01 15:10:57.27066+00
1399,restaurant,new green pasture cafe (新綠園有機養生料理坊),188979,1.3006065,103.8520905,9,35,48,9572,,2025-11-01 15:10:57.27066+00
1400,nightclub,talk cock sing song 2,328210,1.3246072,103.8657263,1,22,174,21177,,2025-11-01 15:10:57.27066+00
1401,nightclub,chiang rai,188504,1.3032116,103.8533022,1,35,80,418,,2025-11-01 15:10:57.27066+00
1402,kindergarten,mindchamps preschool,339213,1.3143545,103.866078,2,22,131,2748,,2025-11-01 15:10:57.27066+00
1403,cafe,starbucks,307683,1.3196911,103.844261,9,25,140,8224,,2025-11-01 15:10:57.27066+00
1404,cafe,ya kun kaya toast,339511,1.310026,103.8639537,9,22,131,826,,2025-11-01 15:10:57.27066+00
1405,fast_food,kfc,322102,1.3202315,103.861781,9,22,174,305,,2025-11-01 15:10:57.27066+00
1406,restaurant,yeow seng,58671,1.2875769,103.8485252,9,36,19,12448,,2025-11-01 15:10:57.27066+00
1407,food_court,choh dee place,610346,1.3400898,103.7209363,1,13,208,15701,,2025-11-01 15:10:57.27066+00
1408,parking,cp-7,0,1.3348785,103.777499,11,6,152,14597,,2025-11-01 15:10:57.27066+00
1409,restaurant,canteen 4,599489,1.3327038,103.7712425,9,6,152,13066,,2025-11-01 15:10:57.27066+00
1410,parking,cp-46,599489,1.3322434,103.773757,11,6,152,13066,,2025-11-01 15:10:57.27066+00
1411,bar,hero's,49422,1.286446,103.8490451,9,36,19,1548,,2025-11-01 15:10:57.27066+00
1412,taxi,zhongshan mall,329982,1.3272079,103.8464351,11,25,175,19667,,2025-11-01 15:10:57.27066+00
1413,restaurant,sin yuu,329565,1.3204694,103.8429208,9,25,140,7353,,2025-11-01 15:10:57.27066+00
1414,bus_station,soon lee bus park,628083,1.3304814,103.6983043,11,13,105,22051,,2025-11-01 15:10:57.27066+00
1415,restaurant,pizza hut,648886,1.3399998,103.7063074,9,13,214,15799,,2025-11-01 15:10:57.27066+00
1416,fast_food,mcdonald's,648886,1.3399002,103.7063392,9,13,214,15799,,2025-11-01 15:10:57.27066+00
1417,bank,ocbc bank,648886,1.3401137,103.7063413,4,13,214,15799,,2025-11-01 15:10:57.27066+00
1418,fast_food,subway,648886,1.3399608,103.7063175,9,13,214,15799,,2025-11-01 15:10:57.27066+00
1419,bus_station,ghim moh terminal,279624,1.3110875,103.7893016,11,17,116,12062,,2025-11-01 15:10:57.27066+00
1420,restaurant,monster curry,608549,1.3334001,103.7430116,9,12,97,35007,,2025-11-01 15:10:57.27066+00
1421,restaurant,pastamania,608550,1.3331722,103.743477,9,12,97,35007,,2025-11-01 15:10:57.27066+00
1422,payment_terminal,axs,677743,1.3794176,103.7643933,9,5,172,28695,,2025-11-01 15:10:57.27066+00
1423,cafe,kopi place,189350,1.2993393,103.8575582,9,40,47,7574,,2025-11-01 15:10:57.27066+00
1424,payment_terminal,sam,677743,1.3794074,103.7643776,9,5,172,28695,,2025-11-01 15:10:57.27066+00
1425,college,blk 390,520390,1.3564472,103.9575337,2,47,185,41242,,2025-11-01 15:10:57.27066+00
1426,bank,standard chartered,440087,1.3022771,103.9056568,4,39,143,45750,,2025-11-01 15:10:57.27066+00
1427,atm,ocbc,449411,1.3016137,103.9072171,4,39,143,43542,,2025-11-01 15:10:57.27066+00
1428,bank,maybank,440087,1.3023642,103.9058279,4,39,143,45750,,2025-11-01 15:10:57.27066+00
1429,fast_food,jue wei,738343,1.4367295,103.7866594,9,33,317,27426,,2025-11-01 15:10:57.27066+00
1430,atm,uob,449411,1.3015748,103.9071679,4,39,143,43542,,2025-11-01 15:10:57.27066+00
1431,atm,posb,440083,1.3028577,103.9059324,4,39,143,45750,,2025-11-01 15:10:57.27066+00
1432,fast_food,long john silver's,737737,1.4348771,103.7862357,9,33,317,36322,,2025-11-01 15:10:57.27066+00
1433,food_court,tai peng canteen,400030,1.3192982,103.8960314,1,53,121,903,,2025-11-01 15:10:57.27066+00
1434,bar,chang chewang,729826,1.4036821,103.7889016,9,7,294,14948,,2025-11-01 15:10:57.27066+00
1435,fast_food,safari sizzles,729826,1.4039221,103.7888131,9,7,294,14948,,2025-11-01 15:10:57.27066+00
1436,restaurant,goldleaf taiwan restaurant,69923,1.2816674,103.8474216,9,46,3,12345,,2025-11-01 15:10:57.27066+00
1437,restaurant,izy,69413,1.2824547,103.8464948,9,46,3,6545,,2025-11-01 15:10:57.27066+00
1438,restaurant,boon tong kee,428902,1.3072053,103.9066375,9,39,72,44667,,2025-11-01 15:10:57.27066+00
1439,restaurant,bergs,428765,1.304883,103.9031021,9,39,72,44546,,2025-11-01 15:10:57.27066+00
1440,restaurant,pizza & pastry,428750,1.3046777,103.9027901,9,39,72,44546,,2025-11-01 15:10:57.27066+00
1441,cafe,ji yue specialty coffee,118579,1.2795659,103.7858623,9,17,25,10128,,2025-11-01 15:10:57.27066+00
1442,restaurant,sukiya,648330,1.3387333,103.7051559,9,13,214,25802,,2025-11-01 15:10:57.27066+00
1443,restaurant,saizeriya,737737,1.4347049,103.7862281,9,33,317,36322,,2025-11-01 15:10:57.27066+00
1444,restaurant,takagi ramen,737737,1.4350053,103.7858421,9,33,317,21561,,2025-11-01 15:10:57.27066+00
1445,restaurant,cat and the fiddle cafe,737714,1.4347251,103.7856288,9,33,317,21561,,2025-11-01 15:10:57.27066+00
1446,restaurant,yanti nasi padang restaurant,89158,1.2804466,103.8415345,9,46,3,1111,,2025-11-01 15:10:57.27066+00
1447,food_court,121 eating house,68590,1.2812576,103.848009,1,46,3,58,,2025-11-01 15:10:57.27066+00
1448,restaurant,jane theil,428761,1.3048282,103.9030202,9,39,72,44546,,2025-11-01 15:10:57.27066+00
1449,school,raymond studio,428816,1.3061535,103.9049886,2,39,72,44542,,2025-11-01 15:10:57.27066+00
1450,school,staccato music school,428915,1.3075331,103.9070331,2,39,72,44911,,2025-11-01 15:10:57.27066+00
1451,restaurant,ampang niang tou fu,428922,1.3076357,103.9072169,9,39,72,44911,,2025-11-01 15:10:57.27066+00
1452,arts_centre,juz art studio,428783,1.305329,103.9038162,1,39,72,44543,,2025-11-01 15:10:57.27066+00
1453,restaurant,penyet king,427682,1.3063858,103.9047493,9,39,72,44541,,2025-11-01 15:10:57.27066+00
1454,restaurant,shabu sai,608532,1.3337212,103.7425012,9,12,97,32741,,2025-11-01 15:10:57.27066+00
1455,restaurant,dian xiao er,648330,1.3387451,103.705205,9,13,214,25802,,2025-11-01 15:10:57.27066+00
1456,restaurant,xiang xiang,648330,1.3386511,103.7048051,9,13,214,25802,,2025-11-01 15:10:57.27066+00
1457,restaurant,lao huo tang,648330,1.3386982,103.7047873,9,13,214,25802,,2025-11-01 15:10:57.27066+00
1458,fixme,mind stretchers,648330,1.3386385,103.7048837,7,13,214,25802,,2025-11-01 15:10:57.27066+00
1459,restaurant,riverwalk tandoor @ farrer park,210677,1.3126411,103.8550202,9,22,117,3517,,2025-11-01 15:10:57.27066+00
1460,cinema,shaw theatres balestier,329783,1.3254267,103.8510221,1,25,175,23459,,2025-11-01 15:10:57.27066+00
1461,restaurant,sungei road laksa,200027,1.3067557,103.8578571,9,35,69,12255,,2025-11-01 15:10:57.27066+00
1462,gambling,rangoon betting centre,210677,1.3125227,103.8551355,9,22,117,3517,,2025-11-01 15:10:57.27066+00
1463,veterinary,pet space,218149,1.3137803,103.8571485,6,22,117,2767,,2025-11-01 15:10:57.27066+00
1464,pharmacy,guardian,648333,1.3391645,103.7057229,6,13,214,15799,,2025-11-01 15:10:57.27066+00
1465,kindergarten,sparkletots,100044,1.2712848,103.810326,2,4,43,9880,,2025-11-01 15:10:57.27066+00
1466,restaurant,express,68809,1.2768189,103.8482612,9,40,41,10192,,2025-11-01 15:10:57.27066+00
1467,fast_food,burger king,648330,1.3387188,103.7051119,9,13,214,25802,,2025-11-01 15:10:57.27066+00
1468,restaurant,pepper lunch,648330,1.3387764,103.705294,9,13,214,25802,,2025-11-01 15:10:57.27066+00
1469,pharmacy,guardian,208539,1.3110647,103.8565091,6,22,117,9812,,2025-11-01 15:10:57.27066+00
1470,parcel_locker,popstation,208539,1.3119477,103.8565211,4,22,117,7472,,2025-11-01 15:10:57.27066+00
1471,pub,sk ktv pub,427533,1.3101429,103.9019735,9,53,121,44966,,2025-11-01 15:10:57.27066+00
1472,atm,uob,738702,1.424993,103.7620088,4,28,303,32485,,2025-11-01 15:10:57.27066+00
1473,cafe,koi thé,139345,1.3072164,103.7901223,9,17,70,10977,,2025-11-01 15:10:57.27066+00
1474,restaurant,xin yue,238275,1.2933948,103.8418736,9,36,15,11525,,2025-11-01 15:10:57.27066+00
1475,restaurant,bistecca,238970,1.2932473,103.8413881,9,34,14,112,,2025-11-01 15:10:57.27066+00
1476,cafe,ippin,238966,1.29348,103.8415517,9,34,14,11525,,2025-11-01 15:10:57.27066+00
1477,restaurant,fuku,238962,1.2936663,103.8416751,9,34,14,11525,,2025-11-01 15:10:57.27066+00
1478,fast_food,slurp mee,217701,1.3165369,103.8576636,9,22,117,8621,,2025-11-01 15:10:57.27066+00
1479,restaurant,purple star,427396,1.3141863,103.8989073,9,53,121,7641,,2025-11-01 15:10:57.27066+00
1480,fast_food,kebab faktory,427469,1.3123037,103.900234,9,53,121,2339,,2025-11-01 15:10:57.27066+00
1481,restaurant,long phung,427435,1.3127242,103.9001345,9,53,121,2339,,2025-11-01 15:10:57.27066+00
1482,restaurant,tin yeang restaurant,427551,1.309756,103.9020418,9,39,72,44048,,2025-11-01 15:10:57.27066+00
1483,cafe,hello arigato,427565,1.3094425,103.9022742,9,39,72,44048,,2025-11-01 15:10:57.27066+00
1484,cafe,olsen bakehouse,427552,1.3096307,103.9023246,9,39,72,45411,,2025-11-01 15:10:57.27066+00
1485,cafe,breakfast at fluffy's,427569,1.3093729,103.9023127,9,39,72,44048,,2025-11-01 15:10:57.27066+00
1486,restaurant,yi zun beef noodle,427726,1.3148936,103.8984038,9,53,121,12485,,2025-11-01 15:10:57.27066+00
1487,atm,citibank atm,918146,1.3555479,103.988768,4,8,298,42585,,2025-11-01 15:10:57.27066+00
1488,restaurant,grillninetynine,199829,1.302584,103.858016,9,35,82,341,,2025-11-01 15:10:57.27066+00
1489,restaurant,mondo mio,238251,1.291373,103.8411145,9,36,15,3916,,2025-11-01 15:10:57.27066+00
1490,restaurant,the tavern restaurant,238285,1.2938212,103.842258,9,36,15,116,,2025-11-01 15:10:57.27066+00
1491,restaurant,peck hoon teng,238277,1.2936735,103.8424099,9,36,15,116,,2025-11-01 15:10:57.27066+00
1492,restaurant,shifu,400302,1.3301548,103.9011766,9,53,99,40745,,2025-11-01 15:10:57.27066+00
1493,doctors,shine family clinic,640463,1.3505812,103.7229812,6,13,261,31715,,2025-11-01 15:10:57.27066+00
1494,atm,uob,640498,1.3483117,103.7242489,4,13,261,31885,,2025-11-01 15:10:57.27066+00
1495,taxi,sim lim square,188505,1.3037334,103.8526763,11,35,80,419,,2025-11-01 15:10:57.27066+00
1496,restaurant,ka-en,178906,1.2932787,103.8515278,9,40,88,354,,2025-11-01 15:10:57.27066+00
1497,kindergarten,little shepard's schoolhouse,649368,1.3515511,103.7164186,2,13,261,15655,,2025-11-01 15:10:57.27066+00
1498,fast_food,marrybrown,99010,1.2519554,103.8175038,9,27,31,4787,,2025-11-01 15:10:57.27066+00
1499,fast_food,shake shack,0,1.2519679,103.817401,9,27,31,4787,,2025-11-01 15:10:57.27066+00
1500,cafe,toast & curry,99010,1.2519526,103.8175731,9,27,31,4787,,2025-11-01 15:10:57.27066+00
1501,cafe,starbucks,98977,1.2543718,103.8190757,9,27,31,6137,,2025-11-01 15:10:57.422061+00
1502,fast_food,kfc,98977,1.2545222,103.8191406,9,27,31,6137,,2025-11-01 15:10:57.422061+00
1503,cafe,salted caramel,118260,1.2877037,103.7905019,9,17,65,9945,,2025-11-01 15:10:57.422061+00
1504,restaurant,gyu-kaku,138617,1.3070731,103.7887377,9,17,70,6713,,2025-11-01 15:10:57.422061+00
1505,cafe,yahava koffeeworks,787494,1.3835995,103.8281363,9,52,254,17738,,2025-11-01 15:10:57.422061+00
1506,kindergarten,dayspring kindergarten,787494,1.3833409,103.8282756,2,52,254,17738,,2025-11-01 15:10:57.422061+00
